index	name	color
3160	wm-lh-parsopercularis_2 	#846a8f
3161	wm-lh-rostralmiddlefrontal_1 	#97ca6d
3162	wm-lh-rostralmiddlefrontal_2 	#ab5b38
3163	wm-lh-rostralmiddlefrontal_3 	#b75b8c
3164	wm-lh-rostralmiddlefrontal_4 	#cdc54a
3165	wm-lh-rostralmiddlefrontal_5 	#2bfb5a
3166	wm-lh-rostralmiddlefrontal_6 	#9b0110
3167	wm-lh-superiorfrontal_1 	#62a026
3168	wm-lh-superiorfrontal_2 	#d9b14d
3169	wm-lh-superiorfrontal_3 	#fd997d
3170	wm-lh-superiorfrontal_4 	#87936c
3171	wm-lh-superiorfrontal_5 	#ee7c9c
3172	wm-lh-superiorfrontal_6 	#ead1f8
3173	wm-lh-superiorfrontal_7 	#c1835e
3174	wm-lh-superiorfrontal_8 	#0dd89d
3175	wm-lh-caudalmiddlefrontal_1 	#6b15b9
3176	wm-lh-caudalmiddlefrontal_2 	#7d4d0a
3177	wm-lh-caudalmiddlefrontal_3 	#3ca192
3178	wm-lh-precentral_1 	#a26b24
3179	wm-lh-precentral_2 	#32e38e
3180	wm-lh-precentral_3 	#caf215
3181	wm-lh-precentral_4 	#c2787b
3182	wm-lh-precentral_5 	#6363a4
3183	wm-lh-precentral_6 	#b356f9
3184	wm-lh-paracentral_1 	#082752
3185	wm-lh-paracentral_2 	#ebe208
3186	wm-lh-paracentral_3 	#b82f91
3187	wm-lh-rostralanteriorcingulate_1 	#2b878a
3188	wm-lh-caudalanteriorcingulate_1 	#5c43cf
3189	wm-lh-posteriorcingulate_1 	#008a4f
3190	wm-lh-posteriorcingulate_2 	#63b378
3191	wm-lh-isthmuscingulate_1 	#e09d64
3192	wm-lh-postcentral_1 	#e9a0f7
3193	wm-lh-postcentral_2 	#157277
3194	wm-lh-postcentral_3 	#c56e49
3195	wm-lh-postcentral_4 	#852943
3196	wm-lh-postcentral_5 	#ef9dec
3197	wm-lh-supramarginal_1 	#8f5d9c
3198	wm-lh-supramarginal_2 	#ea7f34
3199	wm-lh-supramarginal_3 	#08026c
3200	wm-lh-supramarginal_4 	#f545e9
3201	wm-lh-superiorparietal_1 	#fc3738
3202	wm-lh-superiorparietal_2 	#4819cb
3203	wm-lh-superiorparietal_3 	#3bb17f
3204	wm-lh-superiorparietal_4 	#e7fc9e
3205	wm-lh-superiorparietal_5 	#3ceb17
3206	wm-lh-superiorparietal_6 	#b47c4f
3207	wm-lh-superiorparietal_7 	#a9ece1
3208	wm-lh-inferiorparietal_1 	#85abc2
3209	wm-lh-inferiorparietal_2 	#32bb92
3210	wm-lh-inferiorparietal_3 	#4dae3c
3211	wm-lh-inferiorparietal_4 	#3da2da
3212	wm-lh-inferiorparietal_5 	#9b61f9
3213	wm-lh-inferiorparietal_6 	#447847
3214	wm-lh-precuneus_1 	#f82ae5
3215	wm-lh-precuneus_2 	#a1f48a
3216	wm-lh-precuneus_3 	#dab6a7
3217	wm-lh-precuneus_4 	#89742c
3218	wm-lh-precuneus_5 	#79abc7
3219	wm-lh-cuneus_1 	#0f0d8f
3220	wm-lh-cuneus_2 	#ecd260
3221	wm-lh-pericalcarine_1 	#dd02d7
3222	wm-lh-pericalcarine_2 	#c6713a
3223	wm-lh-lateraloccipital_1 	#9942e0
3224	wm-lh-lateraloccipital_2 	#ffc3e7
3225	wm-lh-lateraloccipital_3 	#309c8e
3226	wm-lh-lateraloccipital_4 	#ebfd1a
3227	wm-lh-lateraloccipital_5 	#1736e3
3228	wm-lh-lingual_1 	#91296f
3229	wm-lh-lingual_2 	#922436
3230	wm-lh-lingual_3 	#090458
3231	wm-lh-fusiform_1 	#b2ce88
3232	wm-lh-fusiform_2 	#f4b005
3233	wm-lh-fusiform_3 	#06efee
3234	wm-lh-fusiform_4 	#311438
3235	wm-lh-parahippocampal_1 	#534725
3236	wm-lh-entorhinal_1 	#21623a
3237	wm-lh-temporalpole_1 	#5ccb0e
3238	wm-lh-inferiortemporal_1 	#978101
3239	wm-lh-inferiortemporal_2 	#9a72c1
3240	wm-lh-inferiortemporal_3 	#e4a3e4
3241	wm-lh-inferiortemporal_4 	#4c7e6c
3242	wm-lh-middletemporal_1 	#9796e3
3243	wm-lh-middletemporal_2 	#716e6d
3244	wm-lh-middletemporal_3 	#f1394d
3245	wm-lh-middletemporal_4 	#85e4d2
3246	wm-lh-bankssts_1 	#76be2a
3247	wm-lh-superiortemporal_1 	#5336f6
3248	wm-lh-superiortemporal_2 	#26116c
3249	wm-lh-superiortemporal_3 	#cebd04
3250	wm-lh-superiortemporal_4 	#3b13ee
3251	wm-lh-superiortemporal_5 	#566540
3252	wm-lh-transversetemporal_1 	#be851c
3253	wm-lh-insula_1 	#f69e2a
3254	wm-lh-insula_2 	#ad032a
3255	wm-lh-insula_3 	#f43d65
5001	vdc-rh-ventraldc	#b8bb9a
5002	vent-rh-inferior-lateral-ventricle	#bf4f25
5003	vent-rh-lateral-ventricle	#198e35
